ingredient,source_medicine_count,source_composition_count,source_evidence,sample_source_medicines,risk_flags,relation_status,review_status
butyl alcohol,1,1,Bleeding,Revici Injection 5ml,injection_or_parenteral,composition_level_evidence_only,review_required
calamine,1,1,Allergic skin conditions,Histo Calamine Lotion,,composition_level_evidence_only,review_required
calcium chloride,1,1,Short term fluid replacement after trauma,Haemaccel Infusion,,composition_level_evidence_only,review_required
calcium citrate malate,1,1,Treatment of Calcium deficiency,Rockbon Tablet,,composition_level_evidence_only,review_required
calcium gluconate,1,1,Calcium deficiency,Gretacal Injection,injection_or_parenteral,composition_level_evidence_only,review_required
calcium lactobionate,1,1,Calcium deficiency,Gretacal Injection,injection_or_parenteral,composition_level_evidence_only,review_required
capecitabine,1,1,Breast cancer Cancer of colon and rectum,Xeloda 500mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
ceftazidime,1,1,Bacterial infections,Forzid 2gm Injection,antibiotic_or_antimicrobial | injection_or_parenteral,composition_level_evidence_only,review_required
centbucridine,1,1,Wound infection,Sepgard AR Gel,,composition_level_evidence_only,review_required
ceritinib,1,1,Non-small cell lung cancer,Spexib Capsule,chronic_or_specialist_condition,composition_level_evidence_only,review_required
cetilistat,1,1,Obesity,Kilfat Tablet,,composition_level_evidence_only,review_required
cetyl alcohol,1,1,Dry Skin,Moiz XL Cream,,composition_level_evidence_only,review_required
chlorbutol,1,1,Treatment of Bacterial eye infections,Phenosulf Eye Drop,,composition_level_evidence_only,review_required
chlorocresol,1,1,Skin infections,Micobate-CN Cream,,composition_level_evidence_only,review_required
chlorpromazine,1,1,Schizophrenia,Trinicalm Forte Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
choline fenofibrate,1,1,High cholesterol,Adilip 135 Tablet DR,,composition_level_evidence_only,review_required
chromium,1,1,Nutritional deficiencies,Otski Injection,injection_or_parenteral,composition_level_evidence_only,review_required
chromium polynicotinate,1,1,Treatment of Neuropathic pain,Rexnerve Plus Softgel Capsule,,composition_level_evidence_only,review_required
cinacalcet,1,1,Treatment of High calcium levels in the bloodTreatment of Hyperparathyroidism,Pth 30 Tablet,,composition_level_evidence_only,review_required
climbazole,1,1,Treatment of Dandruff,Medkin AD Shampoo,,composition_level_evidence_only,review_required
clofazimine,1,1,Leprosy,Hansepran 100 Capsule,,composition_level_evidence_only,review_required
clostridium botulinum type a toxin-haemagglutinin complex,1,1,Treatment of Localized muscle spasm,Dysport 500IU Injection,injection_or_parenteral,composition_level_evidence_only,review_required
cod liver oil,1,1,Treatment of Nutritional deficiencies,Multipro LC Soft Gelatin Capsule,,composition_level_evidence_only,review_required
colistimethate sodium,1,1,Severe bacterial infections,Guficol Plus 2MIU Injection,antibiotic_or_antimicrobial | injection_or_parenteral,composition_level_evidence_only,review_required
colloidal bismuth subcitrate,1,1,Peptic ulcer disease,Bisgram Tablet,,composition_level_evidence_only,review_required
copper,1,1,Nutritional deficiencies,Otski Injection,injection_or_parenteral,composition_level_evidence_only,review_required
copper sulphate,1,1,Treatment of Nutritional deficiencies,VitBuz Softgel Capsule,,composition_level_evidence_only,review_required
corticotropin,1,1,Infantile spasms,Acton Prolongatum 60IU Injection,injection_or_parenteral,composition_level_evidence_only,review_required
cyclopentolate,1,1,Eye examination Uveitis,Pentol Eye Drop,,composition_level_evidence_only,review_required
darunavir,1,1,Treatment of HIV infection,Durart-R 450 Tablet,,composition_level_evidence_only,review_required
dasatinib,1,1,Blood cancer (Chronic myeloid leukaemia),Dasashil 100mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
deferiprone,1,1,Treatment of Iron overload,Kelfer 500 Capsule,,composition_level_evidence_only,review_required
dexketoprofen,1,1,Pain relief Fever,Infen P Tablet,,composition_level_evidence_only,review_required
dexlansoprazole,1,1,Heartburn Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,Lanfil DX 60 Capsule MR,,composition_level_evidence_only,review_required
dexpanthenol,1,1,Dermatitis Fungal skin infections,Terbicort-Total Cream,,composition_level_evidence_only,review_required
dexrabeprazole,1,1,Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease,Repepsa D 30mg/10mg Capsule,,composition_level_evidence_only,review_required
dibucaine,1,1,Local anesthesia (Numb tissues in a specific area),Otogesic Ear Drop,,composition_level_evidence_only,review_required
dill oil,1,1,Treatment of Abdominal pain,Tumsup Drop,,composition_level_evidence_only,review_required
diphtheria immune globulin,1,1,Diphtheria Haemophilus influenzae Type b disease Pertussis Tetanus Polio,Hexaxim Vaccine,,composition_level_evidence_only,review_required
dipyridamole,1,1,Blood clots,Arreno Capsule ER,,composition_level_evidence_only,review_required
dobutamine,1,1,Heart failure Low blood pressure,Dobutam 250mg Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
docusate,1,1,Constipation,Smuth Capsule,,composition_level_evidence_only,review_required
dopamine,1,1,Heart failure Low blood pressure,Domin Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
doxazosin,1,1,Hypertension (high blood pressure),Doxacard 2 Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
edaravone,1,1,Amyotrophic lateral sclerosis (ALS),Aravon Injection,injection_or_parenteral,composition_level_evidence_only,review_required
enclomiphene,1,1,Female infertility,EN-Clofert 50 Tablet,,composition_level_evidence_only,review_required
enzalutamide,1,1,Prostate cancer,Enzamide 40mg Capsule,chronic_or_specialist_condition,composition_level_evidence_only,review_required
ephedrine,1,1,Hypotension following spinal anesthesia,Efipres Injection,injection_or_parenteral,composition_level_evidence_only,review_required
epinastine,1,1,Allergic eye disease,Estina Eye Drop,,composition_level_evidence_only,review_required
equine rabies immunoglobulin,1,1,Prevention of Rabies,Equirab 1500 Injection,injection_or_parenteral,composition_level_evidence_only,review_required
eribulin mesylate,1,1,Metastatic breast cancer,Eribilin Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
estriol,1,1,Menopausal symptoms,Evalon Cream,,composition_level_evidence_only,review_required
ethosuximide,1,1,Treatment of Epilepsy/Seizures,Absenz Syrup,chronic_or_specialist_condition,composition_level_evidence_only,review_required
evening primrose oil,1,1,Treatment of Fibrocystic Breast Disease,Syra Softgel Capsule,,composition_level_evidence_only,review_required
evogliptin,1,1,Treatment of Type 2 diabetes mellitus,Valera Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
exemestane,1,1,Breast cancer,Xtane Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
extractum cepae-cepalin,1,1,Burns,Thromboscar Gel,,composition_level_evidence_only,review_required
fennel oil,1,1,Treatment of Abdominal pain,Tumsup Drop,,composition_level_evidence_only,review_required
fenoverine,1,1,Pain due to smooth muscle spasm,Spasmopriv 100mg Capsule,,composition_level_evidence_only,review_required
fingolimod,1,1,Multiple sclerosis (MS),Fingomod Capsule,,composition_level_evidence_only,review_required
flecainide,1,1,Arrhythmia,Flecarite 100 Tablet,,composition_level_evidence_only,review_required
flucloxacillin sodium,1,1,Treatment of Bacterial infections,Staphonex 500mg Capsule,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
flumazenil,1,1,Benzodiazepine overdose,Fludot 0.5mg Injection,injection_or_parenteral,composition_level_evidence_only,review_required
fluorouracil,1,1,Actinic keratosis,Flonida 1% Cream,,composition_level_evidence_only,review_required
fluphenazine,1,1,Treatment of SchizophreniaTreatment of DepressionTreatment of Bipolar disorder,Monazine Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
fosfestrol,1,1,Prostate cancer,Honvan Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
fructo oligosaccharide,1,1,Male infertility,Maxoza Powder,,composition_level_evidence_only,review_required
fulvestrant,1,1,Breast cancer,Fulviglen 250mg Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
gamma benzene hexachloride,1,1,Scabies,Gamamed Soap,,composition_level_evidence_only,review_required
gamma linolenic acid,1,1,Nutritional deficiencies,Maxigla Soft Gelatin Capsule,,composition_level_evidence_only,review_required
gemcitabine,1,1,Non-small cell lung cancer Breast cancer Pancreatic cancer Urinary bladder cancer Ovarian cancer,Gemtaz 1gm Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
gemfibrozil,1,1,High cholesterol,Lopid Capsule,,composition_level_evidence_only,review_required
gemifloxacin,1,1,Bacterial infections,G-Cin Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
ginkgo biloba extract,1,1,Pain relief,Tebokan Forte Tablet,,composition_level_evidence_only,review_required
glucagon,1,1,Severe hypoglycemia,Glucagen 1mg Injection,injection_or_parenteral,composition_level_evidence_only,review_required
glycolic acid,1,1,Melasma,Belina Gel,,composition_level_evidence_only,review_required
harpagoside,1,1,Pain relief,Enzoloy H Tablet,,composition_level_evidence_only,review_required
homotaurine,1,1,Treatment of Nutritional deficiencies,Viviloref Tablet,,composition_level_evidence_only,review_required
human gamma globulin,1,1,Prevention of Infections,Immunorel 5gm Solution for Infusion,,composition_level_evidence_only,review_required
human papillomavirus quadrivalent,1,1,Prevention of HPV-associated cancersPrevention of Genital warts (Skin bumps on or around the genital or anal area),Gardasil Vaccine,chronic_or_specialist_condition,composition_level_evidence_only,review_required
hydrotalcite,1,1,Acidity Stomach ulcers,Talsil Forte Suspension,,composition_level_evidence_only,review_required
hyoscyamine,1,1,Treatment of Peptic ulcer diseaseTreatment of Irritable bowel syndrome Pain relief,Hyocimax-S Tablet,,composition_level_evidence_only,review_required
ibutilide,1,1,Arrhythmia,Fibricor Injection,injection_or_parenteral,composition_level_evidence_only,review_required
ichthyol pale,1,1,Treatment of Skin disorders,Varenya Cream,,composition_level_evidence_only,review_required
ichtyolammonium,1,1,Treatment of Psoriasis,Exsora Ointment,,composition_level_evidence_only,review_required
idarubicin,1,1,Blood cancer (Acute lymphocytic leukemia),Zavedos 5mg Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
imiquimod,1,1,Genital warts (Skin bumps on or around the genital or anal area) Actinic keratosis Basal cell cancer,Imiquad Cream (0.25gm Each),chronic_or_specialist_condition,composition_level_evidence_only,review_required
inactivated influenza vaccine,1,1,Prevention of Influenza (flu),VaxiFlu 4 Vaccine,,composition_level_evidence_only,review_required
inactivated japanese encephalitis virus protein,1,1,Prevention of Japanese Encephalitis,Jenvac Vaccine,,composition_level_evidence_only,review_required
infliximab,1,1,Rheumatoid arthritis Ankylosing spondylitis Psoriasis Ulcerative colitis Crohn’s disease,Remicade Injection,injection_or_parenteral,composition_level_evidence_only,review_required
insulin detemir,1,1,Treatment of Diabetes,Levemir 100IU/ml Flexpen,chronic_or_specialist_condition,composition_level_evidence_only,review_required
interferon alpha 2b,1,1,Chronic hepatitis B virus (HBV) infection Chronic hepatitis C virus (HCV) infection Multiple myeloma Follicular lymphoma Hairy cell leukemia,Intalfa 3miu Injection,injection_or_parenteral,composition_level_evidence_only,review_required
irinotecan,1,1,Cancer of colon and rectum,Irinotel 100mg Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
iso amyl 2-cynoacrylate,1,1,Closure of surgical incisions,Amcrylate Bio-Adhesive,,composition_level_evidence_only,review_required
isoprenaline,1,1,Treatment of BradycardiaTreatment of Cardiac arrest,Isolin 2mg Injection,injection_or_parenteral,composition_level_evidence_only,review_required
kalmegh dry extract,1,1,Treatment of Influenza (flu),Windose Tablet,,composition_level_evidence_only,review_required
l ascorbic acid,1,1,Melasma Hyperpigmentation,Pinodin-TX Plus Tablet SR,,composition_level_evidence_only,review_required
l glutathione reduced,1,1,Melasma Hyperpigmentation,Pinodin-TX Plus Tablet SR,,composition_level_evidence_only,review_required
l-isoleucine,1,1,Nutritional deficiencies,Astymin-SN Infusion,,composition_level_evidence_only,review_required
l-leucine,1,1,Nutritional deficiencies,Astymin-SN Infusion,,composition_level_evidence_only,review_required
l-lysine,1,1,Vitamin & mineral deficiency,Trineurosol HV Injection,injection_or_parenteral,composition_level_evidence_only,review_required
lactic acid bacillus,1,1,Treatment of Bacterial infections,Norfagyl Plus Oral Suspension,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
lactobacillus brevis,1,1,Bacterial infections of the vagina (bacterial vaginosis),Evanew Vaginal Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
lactobacillus plantarum,1,1,Bacterial infections of the vagina (bacterial vaginosis),Evanew Vaginal Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
lactobacillus salivarius,1,1,Bacterial infections of the vagina (bacterial vaginosis),Evanew Vaginal Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
lactobacillus sporogenes,1,1,Syndromic treatment of vaginal discharge,Tinilact-CL Softgels,,composition_level_evidence_only,review_required
lanolin,1,1,Treatment of Piles,Hadensa Ointment,,composition_level_evidence_only,review_required
lapatinib,1,1,Breast cancer,Libset Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
lidocaine/lignocaine,1,1,Piles,Osil Cream,,composition_level_evidence_only,review_required
lincomycin,1,1,Acne,Lynx Active Gel,,composition_level_evidence_only,review_required
loxapine,1,1,Treatment of SchizophreniaTreatment of DepressionTreatment of Bipolar disorder,Loxapax 25mg Capsule,chronic_or_specialist_condition,composition_level_evidence_only,review_required
